Jumlah,Kategori,Nama,Pengendali,Persentase,KodeEmiten,NamaEmiten
2695666998.0,More Than 5%,PT DELTA ROYAL SEJAHTERA,True,19.094,BULL,PT BUANA LINTAS LAUTAN TBK
1060000000.0,More Than 5%,PT KB VALBURY SEKURITAS,False,7.508,BULL,PT BUANA LINTAS LAUTAN TBK
417935694.0,More Than 5%,PT DANATAMA MAKMUR SEKURITAS,False,2.96,BULL,PT BUANA LINTAS LAUTAN TBK
371295988.0,More Than 5%,PT DANATAMA KAPITAL INVESTAMA,False,2.63,BULL,PT BUANA LINTAS LAUTAN TBK
46433750.0,More Than 5%,PT ASTRINDO NUSANTARA INFRASTRUKTUR TBK,False,0.329,BULL,PT BUANA LINTAS LAUTAN TBK
8455500.0,More Than 5%,PT GEO LINK INDONESIA,False,0.06,BULL,PT BUANA LINTAS LAUTAN TBK
1988769.0,More Than 5%,PT DANATAMA PERKASA,False,0.014,BULL,PT BUANA LINTAS LAUTAN TBK
170000000000.0,More Than 5%,MACH ENERGY HONGKONG LIMITED,True,45.78,BUMI,BUMI RESOURCES TBK
35421998230.0,More Than 5%,CHENGDONG INVESTMENT CORP SELF,False,9.54,BUMI,BUMI RESOURCES TBK
30000000000.0,More Than 5%,TREASURE GLOBAL INVESTMENTS LIMITED,False,8.08,BUMI,BUMI RESOURCES TBK
14048492500.0,More Than 5%,UBS SWITZERLAND AG,False,3.78,BUMI,BUMI RESOURCES TBK
7716639554.0,More Than 5%,GLAS TRUST SINGAPORE LTD,False,2.08,BUMI,BUMI RESOURCES TBK
4390143857.0,More Than 5%,PT BAKRIE CAPITAL INDONESIA,True,1.18,BUMI,BUMI RESOURCES TBK
1628869260.0,More Than 5%,PT BIOFUEL INDO SUMATRA,False,0.44,BUMI,BUMI RESOURCES TBK
1265776117.0,More Than 5%,LONG HAUL HOLDINGS LTD,False,0.34,BUMI,BUMI RESOURCES TBK
3958500.0,More Than 5%,PT LONG HAUL INDONESIA,False,0.0,BUMI,BUMI RESOURCES TBK
1900000.0,More Than 5%,PT MULTI MANDIRI PRATAMA,False,0.0,BUMI,BUMI RESOURCES TBK
13799410819.0,More Than 5%,PT NUSANTARA UTAMA INVESTAMA,True,67.02,BUVA,PT BUKIT ULUWATU VILLA TBK
10938152445.0,More Than 5%,PT VICTORIA INVESTAMA TBK,True,59.4,BVIC,BANK VICTORIA INTERNATIONAL TBK
2978334404.0,More Than 5%,CHEMICAL ASIA CORPORATION PTE LTD,False,16.17,BVIC,BANK VICTORIA INTERNATIONAL TBK
11886121516.0,More Than 5%,PT RAJAWALI CAPITAL INTERNASIONAL,True,37.7,BWPT,EAGLE HIGH PLANTATIONS TBK
11664357670.0,More Than 5%,FIC PROPERTIES SDN BHD,False,37.0,BWPT,EAGLE HIGH PLANTATIONS TBK
3333380000.0,More Than 5%,PT SUMBER SURYADAYA PRIMA,False,10.0,BYAN,BAYAN RESOURCES TBK
1066636700.0,More Than 5%,PT KOBIN KERAMIK INDUSTRI,True,88.643,CAKK,PT CAHAYAPUTRA ASA KERAMIK TBK
0.0,More Than 5%,PT TANCORP BANGUN INDONESIA,True,0.0,CAKK,PT CAHAYAPUTRA ASA KERAMIK TBK
0.0,More Than 5%,PT MARISSI IDOLA SUMBER SEJAHTERA,False,0.0,CAKK,PT CAHAYAPUTRA ASA KERAMIK TBK
16599999999.0,Director,PT METRO HEALTHCARE INTERNATIONAL,True,49.92,CARE,PT METRO HEALTHCARE INDONESIA TBK
6643313300.0,Director,BANK JULIUS BAER AND CO LTD SINGAPORE,False,19.98,CARE,PT METRO HEALTHCARE INDONESIA TBK
36530991842.0,More Than 5%,PT CAPITAL STRATEGIC INVESCO,True,67.06,CASA,PT CAPITAL FINANCIAL INDONESIA TBK
0.0,More Than 5%,PT CAPITAL GLOBAL STRATEGIC,False,0.0,CASA,PT CAPITAL FINANCIAL INDONESIA TBK
1273041500.0,More Than 5%,PT ROKET CIPTA SENTOSA,True,61.0,CASS,CAHAYA AERO SERVICES TBK
451830800.0,More Than 5%,SATS INVESTMENT II PTE LTD,False,21.65,CASS,CAHAYA AERO SERVICES TBK
470720563.0,More Than 5%,PT GRAHATAMA KREASIBARU,False,35.31,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
244639718.0,More Than 5%,PT SAPTADAYA BUMITAMA PERSADA,True,18.35,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
244639718.0,More Than 5%,PT LINGKAR MATRA,False,18.35,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
133233112.0,More Than 5%,CENTRAL BUSINESS ALLIANCE,False,9.99,CCSI,PT COMMUNICATION CABLE SYSTEMS INDONESIA TBK
517771000.0,More Than 5%,PT SENTRATAMA NIAGA INDONESIA,True,87.02,CEKA,PT WILMAR CAHAYA INDONESIA TBK
28741393732.0,More Than 5%,EP ID HOLDINGS PTE LTD,True,92.169,CENT,PT CENTRATAMA TELEKOMUNIKASI INDONESIA TBK
2051431264.0,More Than 5%,BANK PAN INDONESIA TBK,True,51.49,CFIN,CLIPAN FINANCE INDONESIA TBK
327759425.0,More Than 5%,FIDELITY FD SICAV,False,8.23,CFIN,CLIPAN FINANCE INDONESIA TBK
532646100.0,More Than 5%,PT TRITIRTA INTI MANDIRI,True,53.2646,CINT,PT CHITOSE INTERNASIONAL TBK
60194800.0,More Than 5%,NIVEN HOLDING LIMITED,False,6.0195,CINT,PT CHITOSE INTERNASIONAL TBK
34979000.0,More Than 5%,TRISULA INTERNATIONAL TBK,False,3.4979,CINT,PT CHITOSE INTERNASIONAL TBK
29281400.0,More Than 5%,PT TRIMAS SARANA GARMENT INDUSTRY,False,2.9281,CINT,PT CHITOSE INTERNASIONAL TBK
15554000.0,More Than 5%,PT TRIMEX SARANA TRISULA,False,1.5554,CINT,PT CHITOSE INTERNASIONAL TBK
508700.0,More Than 5%,PT PURI SARANA DAMAI,False,0.0509,CINT,PT CHITOSE INTERNASIONAL TBK
413100.0,More Than 5%,PT SOUTHERN CROSS TEXTILE INDUSTRY,False,0.0413,CINT,PT CHITOSE INTERNASIONAL TBK
257800.0,More Than 5%,PT KARYA DWIMANUNGGAL SEJAHTERA,False,0.0258,CINT,PT CHITOSE INTERNASIONAL TBK
66900.0,More Than 5%,PT BALI HOPE,False,0.0067,CINT,PT CHITOSE INTERNASIONAL TBK
2395390858.0,More Than 5%,PT HARITA JAYARAYA,True,60.484,CITA,CITA MINERAL INVESTINDO TBK
1254596084.0,More Than 5%,GLENCORE INTERNATIONAL INVESTMENTS LTD,False,31.679,CITA,CITA MINERAL INVESTINDO TBK
1115000000.0,More Than 5%,PT SAKTI GENERASI PERDANA,False,20.63,CITY,PT NATURA CITY DEVELOPMENTS TBK
534427000.0,More Than 5%,PT TUNAS TUMBUH BERKEMBANG,False,9.89,CITY,PT NATURA CITY DEVELOPMENTS TBK
510000000.0,More Than 5%,GOLDEN CAPITAL FOUNDATION LIMITED,False,9.44,CITY,PT NATURA CITY DEVELOPMENTS TBK
313902870.0,More Than 5%,PT KARYA CAKRAWALA PERDANA,False,5.81,CITY,PT NATURA CITY DEVELOPMENTS TBK
1998750000.0,More Than 5%,PT CITRA PUTRA MANDIRI,True,77.77,CLAY,PT CITRA PUTRA REALTY TBK
13469824800.0,More Than 5%,PT TANCORP GLOBAL ABADI,True,56.1242,CLEO,PT SARIGUNA PRIMATIRTA TBK
5061400000.0,More Than 5%,PT TANCORP GLOBAL SENTOSA,True,21.0891,CLEO,PT SARIGUNA PRIMATIRTA TBK
156230000.0,More Than 5%,INK COLOR INT PTE LTD,True,50.9991,CLPI,COLORPAK INDONESIA TBK
22755300.0,More Than 5%,PT BUKIT JAYA SEMESTA,False,7.4282,CLPI,COLORPAK INDONESIA TBK
3604436274.0,More Than 5%,BNP PARIBAS SINGAPORE BRANCH WEALTH MANAGEMENT,True,59.68,CMNP,CITRA MARGA NUSAPHALA PERSADA TBK
14962904000.0,More Than 5%,WH INVESTMENTS PTE LTD,True,87.37,CMNT,PT CEMINDO GEMILANG TBK
4942013300.0,More Than 5%,AIRASIA AVIATION GROUP LIMITED,True,46.25,CMPP,PT AIRASIA INDONESIA TBK
4931915000.0,More Than 5%,PT FERSINDO NUSAPERKASA,False,46.16,CMPP,PT AIRASIA INDONESIA TBK
447777778.0,More Than 5%,GENERAL ATLANTIC SINGAPORE CMR PTE LTD,False,5.64,CMRY,PT CISARUA MOUNTAIN DAIRY TBK
4083459543.0,More Than 5%,ANDERSON BAY PTE LTD,True,45.6,CNKO,EXPLOITASI ENERGI INDONESIA TBK
543842937.0,More Than 5%,MAHOGANY GLOBAL INVESTMENT PTE LTD,True,61.12,COCO,PT WAHANA INTERFOOD NUSANTARA TBK
50605750.0,More Than 5%,PT INTER JAYA CORPORA,False,5.68,COCO,PT WAHANA INTERFOOD NUSANTARA TBK
980516200.0,More Than 5%,UBS AG,False,5.98,CPIN,CHAROEN POKPHAND INDONESIA TBK
26898933014.0,More Than 5%,PT CENTRAL PANGAN PRIMA,True,45.15,CPRO,CENTRAL PROTEINA PRIMA TBK
70110438.0,More Than 5%,PERFECT COMPANION SWT CO LIMITED,True,0.12,CPRO,CENTRAL PROTEINA PRIMA TBK
1819108716.0,More Than 5%,PT BUANATATA ADISENTOSA,True,32.009,CSAP,CATUR SENTOSA ADIPRANA TBK
1755800091.0,More Than 5%,SCG RETAIL HOLDING COMPANY LIMITED,False,30.895,CSAP,CATUR SENTOSA ADIPRANA TBK
749033925.0,More Than 5%,NTASIAN DISCOVERY MASTER FUND,False,13.18,CSAP,CATUR SENTOSA ADIPRANA TBK
568336263.0,More Than 5%,ALBIZIA ASEAN OPPORTUNITIES FUND,False,10.0,CSAP,CATUR SENTOSA ADIPRANA TBK
748000000.0,More Than 5%,PT ANDALAN UTAMA BINTARA,True,57.23,CSIS,PT CAHAYASAKTI INVESTINDO SUKSES TBK
297600000.0,More Than 5%,PT OLYMPIC KAPITAL EQUITY,False,22.77,CSIS,PT CAHAYASAKTI INVESTINDO SUKSES TBK
779000000.0,Director,PT SAPTA SAWIT LESTARI,True,38.0,CSRA,PT CISADANE SAWIT RAYA TBK
779000000.0,Director,PT VERDAN SAWIT LESTARI,True,38.0,CSRA,PT CISADANE SAWIT RAYA TBK
82000000.0,Director,PT SAWIT INTI PERKASA,True,4.0,CSRA,PT CISADANE SAWIT RAYA TBK
386029420.0,More Than 5%,KESTREL WAVE INVESTMENT LTD,True,48.23,CTBN,CITRA TUBINDO TBK
268000000.0,More Than 5%,VALLOUREC TUBES FRANCE SAS,True,33.48,CTBN,CITRA TUBINDO TBK
55816880.0,More Than 5%,NIPPON STEEL CORPORATION,False,6.97,CTBN,CITRA TUBINDO TBK
9882123998.0,More Than 5%,PT SANG PELOPOR,True,53.314,CTRA,CIPUTRA DEVELOPMENT TBK
1411887848.0,More Than 5%,PT DUTA ANGGADA,True,44.94,DART,DUTA ANGGADA REALTY TBK
1788029003.0,More Than 5%,TOTAL ALLIANCE HOLDINGS LIMITED,True,73.869,DAYA,PT DUTA INTIDAYA TBK
422007259.0,More Than 5%,PT INDAH SEHAT CEMERLANG,False,17.434,DAYA,PT DUTA INTIDAYA TBK
25000000.0,More Than 5%,PT USAHA INDAH ABADI,False,1.033,DAYA,PT DUTA INTIDAYA TBK
1595423600.0,More Than 5%,PT TANCORP SURYA SUKSES,True,23.5,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
1595423600.0,More Than 5%,PT BUANATATA ADISENTOSA,True,23.5,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
1493800000.0,More Than 5%,GLOBAL HOUSE INTERNATIONAL COMPANY LIMITED,False,22.0,DEPO,PT CATURKARDA DEPO BANGUNAN TBK
8571764622.0,More Than 5%,PT MADHANI TALATAH NUSANTARA,False,21.06,DEWA,DARMA HENWA TBK
4785666666.0,More Than 5%,PT ANDHESTI TUNGKAS PRATAMA,False,11.76,DEWA,DARMA HENWA TBK
3954823266.0,More Than 5%,PT ANTAREJA MAHADA MAKMUR,False,9.72,DEWA,DARMA HENWA TBK
3815217000.0,More Than 5%,GOLDWAVE CAPITAL LIMITED,False,9.38,DEWA,DARMA HENWA TBK
2513178390.0,More Than 5%,ZURICH ASSET INTERNATIONAL LTD,True,6.18,DEWA,DARMA HENWA TBK
1015000000.0,More Than 5%,PT DAFAM,True,53.4,DFAM,PT DAFAM PROPERTY INDONESIA TBK
134032800.0,More Than 5%,REKSADANA NARADA SAHAM INDONESIA,False,7.1,DFAM,PT DAFAM PROPERTY INDONESIA TBK
2897768500.0,More Than 5%,PT GLOBAL DINAMIKA KENCANA,True,52.3,DGIK,NUSA KONSTRUKSI ENJINIRING TBK
537508200.0,More Than 5%,HUDSON RIVER GROUP PTE LTD,False,9.7,DGIK,NUSA KONSTRUKSI ENJINIRING TBK
515.0,More Than 5%,PT BUNDAMEDIK,False,41.1,DGNS,PT DIAGNOS LABORATORIUM UTAMA TBK
485.0,More Than 5%,PT BUNDA INVESTAMA INDONESIA,True,38.8,DGNS,PT DIAGNOS LABORATORIUM UTAMA TBK
499322000.0,More Than 5%,PT HARVEST CAPITAL INTERNATIONAL,True,30.73,DIGI,PT ARKADIA DIGITAL MEDIA TBK
1556797600.0,More Than 5%,CGS CIMB SECURITIES SINGAPORE PTE LTD,True,15.02,DILD,INTILAND DEVELOPMENT TBK
1505252463.0,More Than 5%,PT CGS CIMB SEKURITAS INDONESIA,True,14.52,DILD,INTILAND DEVELOPMENT TBK
1168804675.0,More Than 5%,PT BINA YATRA SENTOSA,True,11.28,DILD,INTILAND DEVELOPMENT TBK
775911150.0,More Than 5%,BALI PRIVATE VILLA S PTE LTD,True,7.49,DILD,INTILAND DEVELOPMENT TBK
454825000.0,More Than 5%,PT ASURANSI JIWA KRESNA,False,31.84,DIVA,PT DISTRIBUSI VOUCHER NUSANTARA TBK
300000000.0,More Than 5%,PT 1 INTI DOT COM,True,21.0,DIVA,PT DISTRIBUSI VOUCHER NUSANTARA TBK
216771800.0,More Than 5%,PT SOTERIA WICAKSANA INVESTAMA,False,15.17,DIVA,PT DISTRIBUSI VOUCHER NUSANTARA TBK
3475113878.0,More Than 5%,PT JINSHENG MINING,True,61.63,DKFT,CENTRAL OMEGA RESOURCES TBK
467061150.0,More Than 5%,SAN MIGUEL MALAYSIA,True,58.33,DLTA,DELTA DJAKARTA TBK
210200700.0,More Than 5%,PEMERINTAH DAERAH DKI JAKARTA,False,26.25,DLTA,DELTA DJAKARTA TBK
27608772200.0,More Than 5%,PT SUMBER ARUSMULIA,True,57.28,DMAS,PT PURADELTA LESTARI TBK
12049527800.0,More Than 5%,SOJITZ CORPORATION,True,25.0,DMAS,PT PURADELTA LESTARI TBK
2126918400.0,More Than 5%,PT NFC INDONESIA TBK,True,27.65,DMMX,PT DIGITAL MEDIATAMA MAXIMA TBK
1446731400.0,More Than 5%,PT JAYA DISTRIBUSI RITEL,False,18.81,DMMX,PT DIGITAL MEDIATAMA MAXIMA TBK
1068254200.0,More Than 5%,BANK OF SINGAPORE LIMITED,False,13.89,DMMX,PT DIGITAL MEDIATAMA MAXIMA TBK
788295100.0,More Than 5%,PT SOTERIA WICAKSANA INVESTAMA,False,10.25,DMMX,PT DIGITAL MEDIATAMA MAXIMA TBK
1892724964.0,More Than 5%,ANDERSON INVESTMENT PTE LTD,False,19.99,DMND,PT DIAMOND FOOD INDONESIA TBK
15288673243.0,More Than 5%,OK NEXT CO LTD,True,89.73,DNAR,PT BANK OKE INDONESIA TBK
5581931400.0,More Than 5%,HANNAWELL GROUP LIMITED,False,39.35,DNET,PT INDORITEL MAKMUR INTERNASIONAL TBK
2854633305.0,More Than 5%,PT MEGAH ERARAHARJA,True,20.13,DNET,PT INDORITEL MAKMUR INTERNASIONAL TBK
2924000000.0,More Than 5%,NORTHSTAR TAMBANG PERSADA LTD,False,38.22,DOID,PT BUMA INTERNASIONAL GRUP TBK
598559600.0,More Than 5%,PT TRIMEGAH SEKURITAS INDONESIA TBK,False,7.82,DOID,PT BUMA INTERNASIONAL GRUP TBK
433045500.0,More Than 5%,SIX SIS LTD,False,5.66,DOID,PT BUMA INTERNASIONAL GRUP TBK
2240000000.0,More Than 5%,PT DHARMA INTI ANUGERAH,True,47.6,DRMA,PT DHARMA POLIMETAL TBK
666500000.0,More Than 5%,PT TRIPUTRA INVESTINDO ARYA,False,14.16,DRMA,PT DHARMA POLIMETAL TBK
1286896450.0,More Than 5%,PT MARINA BERKAH INVESTAMA,True,69.29,DSFI,DHARMA SAMUDERA FISHING IND. TBK
2999622541.0,More Than 5%,PT TRIPUTRA INVESTINDO ARYA,True,28.3,DSNG,PT DHARMA SATYA NUSANTARA TBK
1550365000.0,More Than 5%,PT KRISHNA KAPITAL INVESTAMA,True,14.63,DSNG,PT DHARMA SATYA NUSANTARA TBK
788898508.0,More Than 5%,PT TRI NUR CAKRAWALA,False,7.44,DSNG,PT DHARMA SATYA NUSANTARA TBK
238301919.0,More Than 5%,PT REKSA CIPTA INVESTAMA,True,2.25,DSNG,PT DHARMA SATYA NUSANTARA TBK
156250000.0,More Than 5%,PT MULTI FORESTA INVESTAMA,True,1.47,DSNG,PT DHARMA SATYA NUSANTARA TBK
4615523200.0,More Than 5%,PT SINAR MAS TUNGGAL,True,59.9,DSSA,DIAN SWASTATIKA SENTOSA TBK
1709013632.0,More Than 5%,PT BUMI SERPONG DAMAI TBK,True,92.38,DUTI,DUTA PERTIWI TBK
1031737312.0,More Than 5%,BLUE SPHERE SINGAPORE PTE LTD,True,92.12,DVLA,DARYA-VARIA LABORATORIA TBK
2199357269.0,Commisioner,PT TELETRANSMEDIA,True,51.47,DYAN,PT DYANDRA MEDIA INTERNATIONAL TBK
279563400.0,More Than 5%,YULIE SEKURITAS INDONESIA TBK,False,6.54,DYAN,PT DYANDRA MEDIA INTERNATIONAL TBK
225104964.0,More Than 5%,PT MONDIAL INVESTAMA INDONESIA,False,5.27,DYAN,PT DYANDRA MEDIA INTERNATIONAL TBK
424361200.0,More Than 5%,UOB KAY HIAN PTE LTD,False,10.28,EAST,PT EASTPARC HOTEL TBK
397577305.0,More Than 5%,UOB KAY HIAN PTE LTD,False,29.79,ECII,PT ELECTRONIC CITY INDONESIA TBK
341250000.0,More Than 5%,PT GRAHA SURYA KIRANA,True,25.57,ECII,PT ELECTRONIC CITY INDONESIA TBK
308850000.0,More Than 5%,PT ARTHA GRAHA NETWORK,False,23.15,ECII,PT ELECTRONIC CITY INDONESIA TBK
1193969000.0,More Than 5%,DIGITAL EDGE (HONG KONG) LTD,True,59.1,EDGE,PT INDOINTERNET TBK
666682500.0,More Than 5%,DIGITAL EDGE HK SPVI LIMITED,False,33.0,EDGE,PT INDOINTERNET TBK
2871974900.0,More Than 5%,PT EKADHARMA INTI PERKASA,True,82.2,EKAD,EKADHARMA INTERNATIONAL TBK
3729781000.0,More Than 5%,PT PERTAMINA HULU ENERGI,True,51.1034,ELSA,ELNUSA TBK
2329095649.0,More Than 5%,KPD SIMAS EQUITY FUND 2,False,5.35,ELTY,BAKRIELAND DEVELOPMENT TBK
2227645000.0,More Than 5%,INTERVENTURES CAPITAL PTE LTD,False,5.12,ELTY,BAKRIELAND DEVELOPMENT TBK
1136591000.0,More Than 5%,PT PETROMINE ENERGY TRADING,False,2.65,ELTY,BAKRIELAND DEVELOPMENT TBK
458433422.0,More Than 5%,PT BAKRIE CAPITAL INDONESIA,True,1.05,ELTY,BAKRIELAND DEVELOPMENT TBK
300.0,More Than 5%,BAKRIE & BROTHERS TBK,False,0.0,ELTY,BAKRIELAND DEVELOPMENT TBK
2237018320.0,More Than 5%,PT COSMOPOLITAN PERSADA DEVELOPMENTS,True,66.78,EMDE,MEGAPOLITAN DEVELOPMENTS TBK
231147000.0,More Than 5%,DBS BANK LTD,False,6.9,EMDE,MEGAPOLITAN DEVELOPMENTS TBK
8654560360.0,More Than 5%,PT ADIKARSA SARANA,False,14.1,EMTK,ELANG MAHKOTA TEKNOLOGI TBK
3802209980.0,More Than 5%,PT PRIMA VISUALINDO,False,6.19,EMTK,ELANG MAHKOTA TEKNOLOGI TBK
1174868800.0,More Than 5%,BAROKAH MELAYU FOODS PTE LTD,True,54.225,ENAK,PT CHAMP RESTO INDONESIA TBK
294363000.0,More Than 5%,PT ALBA CIPTA RASA,False,13.586,ENAK,PT CHAMP RESTO INDONESIA TBK
163454000.0,More Than 5%,PT CIPTA RASA JUARA,False,7.544,ENAK,PT CHAMP RESTO INDONESIA TBK
5871537022.0,More Than 5%,PT TRIMEGAH SEKURITAS INDONESIA TBK,False,22.586,ENRG,ENERGI MEGA PERSADA TBK
4134940213.0,More Than 5%,PT SHIMA GLOBAL KAPITAL,True,15.906,ENRG,ENERGI MEGA PERSADA TBK
2000000182.0,More Than 5%,PT CGS INTERNATIONAL SEKURITAS INDONESIA,False,7.693,ENRG,ENERGI MEGA PERSADA TBK
130352100.0,More Than 5%,PT ENVY MANAJEMEN KONSULTANSI,False,7.24,ENVY,PT ENVY TECHNOLOGIES INDONESIA TBK
108157000.0,More Than 5%,WEISER GLOBAL CAPITAL MARKETS LTD,False,6.01,ENVY,PT ENVY TECHNOLOGIES INDONESIA TBK
1482600000.0,More Than 5%,PT TRITUNGGAL SUKSES INVESTAMA,True,68.56,ENZO,PT MORENZO ABADI PERKASA TBK
800000000.0,More Than 5%,PT OMNI MULTI INDUSTRINDO,False,24.22,EPAC,PT MEGALESTARI EPACK SENTOSARAYA TBK
2496785795.0,More Than 5%,KALBE FARMA TBK,True,92.18,EPMT,ENSEVAL PUTERA MEGATRADING TBK
8800291400.0,More Than 5%,PT ERALINK INTERNATIONAL,True,55.17,ERAA,ERAJAYA SWASEMBADA TBK
1186085292.0,More Than 5%,PT UNGARAN SARI GARMENTS,True,92.19,ERTX,ERATEX DJAJA TBK
354400000.0,More Than 5%,PT TANINDO OMEGA PASIFIK,True,31.93,ESIP,PT SINERGI INTI PLASTINDO TBK
1350266700.0,More Than 5%,PT AKRAYA INTERNATIONAL,False,7.84,ESSA,ESSA INDUSTRIES INDONESIA TBK
1667840799.0,More Than 5%,PT ESTA UTAMA CORPORA,True,68.77,ESTA,PT ESTA MULTI USAHA TBK
477639359.0,More Than 5%,JPMCB NA RE JPMCB SINGAPORE BRANCH,False,19.69,ESTA,PT ESTA MULTI USAHA TBK
96706650.0,More Than 5%,PT ESTA DANA VENTURA,False,3.99,ESTA,PT ESTA MULTI USAHA TBK
1838055873.0,More Than 5%,PT CAHAYA INTERKONTINENTAL PEMEGANG SAHAM PENGENDALI,True,91.21,ESTI,EVER SHINE TEXTILE INDUSTRY TBK
6313716868.0,More Than 5%,AXIATA INVESTMENTS (INDONESIA) SDN BHD,True,34.691,EXCL,PT XLSMART TELECOM SEJAHTERA TBK
4471264558.0,More Than 5%,PT BALI MEDIA TELEKOMUNIKASI,True,24.568,EXCL,PT XLSMART TELECOM SEJAHTERA TBK
848722195.0,More Than 5%,PT GLOBAL NUSA DATA,True,4.663,EXCL,PT XLSMART TELECOM SEJAHTERA TBK
518109471.0,More Than 5%,PT WAHANA INTI NUSANTARA,True,2.847,EXCL,PT XLSMART TELECOM SEJAHTERA TBK
2628018530.0,More Than 5%,PRINSEP MANAGEMENT LIMITED,True,72.41,FAPA,PT FAP AGRI TBK
253325670.0,More Than 5%,PT FANGIONOPERKASA SEJATI,False,6.98,FAPA,PT FAP AGRI TBK
1862777717.0,More Than 5%,PT GELAEL PRATAMA,True,41.18,FAST,PT FAST FOOD INDONESIA TBK
1696782159.0,More Than 5%,PT INDORITEL MAKMUR INTERNASIONAL TBK,False,37.51,FAST,PT FAST FOOD INDONESIA TBK
295820600.0,More Than 5%,FIDELITY FD SICAV,False,6.54,FAST,PT FAST FOOD INDONESIA TBK
1927910241.0,More Than 5%,SIAM KRAFT INDUSTRY COMPANY LIMITED,True,59.85,FASW,FAJAR SURYA WISESA TBK
1286163358.0,More Than 5%,SCGP SOLUTIONS SINGAPORE PTE LTD,True,39.93,FASW,FAJAR SURYA WISESA TBK
4803164585.0,More Than 5%,PT MD GLOBAL INVESTMENTS,True,44.12,FILM,PT MD ENTERTAINMENT TBK
1139283000.0,More Than 5%,MORGAN STANLEY AND CO INTL PLC,False,10.46,FILM,PT MD ENTERTAINMENT TBK
964034025.0,More Than 5%,PT SAMUEL SEKURITAS INDONESIA,False,8.85,FILM,PT MD ENTERTAINMENT TBK
379486100.0,More Than 5%,PT FKS CORPORINDO INDONESIA,True,79.06,FISH,FKS MULTI AGRO TBK
49940000.0,More Than 5%,PT CATURKARTIKA PERDANA,False,10.4,FISH,FKS MULTI AGRO TBK
300000000.0,More Than 5%,PT GLORIA INTI NUSANTARA,True,23.0,FITT,PT HOTEL FITRA INTERNATIONAL TBK
197100000.0,More Than 5%,FALMACO PTE LTD,False,25.22,FLMC,PT FALMACO NONWOVEN INDUSTRI TBK
0.0,More Than 5%,PT DELTA WIBAWA BERSAMA,False,0.0,FLMC,PT FALMACO NONWOVEN INDUSTRI TBK
2987129145.0,More Than 5%,PT SURYA MEGA INVESTINDO,True,46.67,FMII,FORTUNE MATE INDONESIA TBK
499999000.0,More Than 5%,PT SUPER CAPITAL INDONESIA,True,76.92,FOOD,PT SENTRA FOOD INDONESIA TBK
357342600.0,More Than 5%,IMR ASIA HOLDING PTE LTD,True,76.81,FORU,FORTUNE INDONESIA TBK
53722000.0,More Than 5%,PT KARYA CITRA PRIMA,False,11.55,FORU,FORTUNE INDONESIA TBK
5148902750.0,More Than 5%,LOTTE CHEMICAL TITAN (M) SDN BHD,True,92.5,FPNI,PT LOTTE CHEMICAL TITAN TBK
715000000.0,More Than 5%,INDOVALUE CAPITAL ASSET,True,55.0,FUJI,PT FUJI FINANCE INDONESIA TBK
305280800.0,More Than 5%,PT CHARNIC CAPITAL TBK,False,23.48,FUJI,PT FUJI FINANCE INDONESIA TBK
130000000.0,More Than 5%,PT OKANSA FUJI SHOSHA,False,10.0,FUJI,PT FUJI FINANCE INDONESIA TBK
180000000.0,More Than 5%,BETONJAYA MANUNGGAL TBK,True,1.95,GDST,GUNAWAN DIANJAYA STEEL TBK
348500000.0,More Than 5%,THE GOODYEAR TIRE RUBBER COMPANY,True,85.0,GDYR,GOODYEAR INDONESIA TBK
1195885000.0,More Than 5%,PT VIRUCCI INDOGRIYA SARANA,True,74.74,GEMA,GEMA GRAHASARANA TBK
3000000100.0,More Than 5%,DIAN SWASTATIKA SENTOSA TBK,True,51.0,GEMS,GOLDEN ENERGY MINES TBK
1764705900.0,More Than 5%,PT RADHIKA JANANTA RAYA,False,30.0,GEMS,GOLDEN ENERGY MINES TBK
411192353.0,More Than 5%,GOLDEN ENERGY AND RESOURCES LIMITED,True,6.99,GEMS,GOLDEN ENERGY MINES TBK
1333146800.0,More Than 5%,PT SURYADUTA INVESTAMA,True,69.29,GGRM,GUDANG GARAM TBK
120442700.0,More Than 5%,PT SURYAMITRA KUSUMA,False,6.26,GGRM,GUDANG GARAM TBK
2850189207.0,More Than 5%,PT APOLLO VISINTAMA PUTRA,True,23.5332,GGRP,PT GUNUNG RAJA PAKSI TBK
277337700.0,More Than 5%,PT TOWER BERSAMA INFRASTRUCTURE TBK,True,50.425,GHON,PT GIHON TELEKOMUNIKASI INDONESIA TBK
59038124402.0,More Than 5%,PT DANANTARA ASSET MANAGEMENT (PERSERO),False,64.536,GIAA,GARUDA INDONESIA (PERSERO) TBK
7316798262.0,More Than 5%,PT TRANS AIRWAYS,False,7.998,GIAA,GARUDA INDONESIA (PERSERO) TBK
1.0,More Than 5%,NEGARA REPUBLIK INDONESIA,True,0.0,GIAA,GARUDA INDONESIA (PERSERO) TBK
1724972443.0,More Than 5%,DENHAM PTE LTD,True,49.5,GJTL,GAJAH TUNGGAL TBK
